"CreditScore";"Geography";"Gender";"Age";"Tenure";"Balance";"NumOfProducts";"HasCrCard";"IsActiveMember";"EstimatedSalary";"Exited"
359;"1";"1";44;6;128747.69;1;1;0;146955.71;1
572;"0";"0";23;2;126873.52;1;0;1;67040.12;0
721;"1";"0";69;2;108424.19;1;1;1;178418.35;0
707;"1";"0";32;9;0.0;2;0;0;30807.02;0
444;"1";"1";40;5;84350.07;1;1;0;143835.76;0
523;"1";"1";73;7;0.0;2;0;0;130883.9;1
685;"2";"1";30;4;84958.6;2;0;1;194343.72;0
673;"2";"1";29;4;99097.36;1;1;1;9796.69;0
503;"2";"0";30;10;136622.55;2;0;0;47310.24;0
485;"2";"1";30;5;156771.68;1;1;1;141148.21;0
799;"2";"0";28;7;167658.33;2;1;1;111138.25;0
585;"0";"1";33;8;0.0;2;1;0;114182.07;0
607;"2";"1";24;2;109483.54;2;0;1;127560.77;0
521;"2";"1";40;9;134504.78;1;1;0;18082.06;0
535;"1";"1";44;2;114427.86;1;1;1;136330.26;0
724;"0";"0";45;5;83888.54;1;0;1;34121.81;0
520;"2";"0";32;5;110029.77;1;1;0;56246.69;0
696;"0";"0";41;9;127523.75;1;0;1;191417.42;0
657;"2";"0";30;1;139762.13;2;1;1;23317.88;0
603;"0";"1";42;8;91611.12;1;0;0;144675.3;1
726;"1";"1";42;2;109471.79;1;0;1;175161.05;0
591;"1";"1";39;4;150500.64;1;1;0;14928.8;0
792;"2";"1";59;9;101609.77;1;0;0;161479.19;1
550;"1";"0";57;5;0.0;1;1;1;133501.94;0
601;"1";"1";26;8;78892.23;1;1;1;23703.52;0
820;"1";"1";29;3;82344.84;1;0;1;115985.38;0
667;"1";"0";48;2;0.0;1;1;0;43229.2;0
573;"0";"1";44;4;0.0;1;1;1;94862.93;0
755;"1";"0";62;1;127706.33;2;0;1;142377.69;0
552;"1";"1";41;9;124349.34;1;1;0;135635.25;0
598;"0";"0";44;8;0.0;2;1;0;148487.9;0
576;"2";"0";28;1;119336.29;2;0;1;58976.85;0
670;"1";"1";31;9;0.0;1;0;1;76254.83;0
504;"2";"0";56;9;104217.3;1;0;0;55857.48;1
778;"1";"1";65;7;0.0;1;1;1;77867.23;0
558;"2";"0";39;10;144757.02;1;1;0;22878.16;1
627;"0";"0";44;6;0.0;1;1;1;114469.55;0
683;"1";"0";43;8;0.0;1;1;0;96754.8;0
556;"1";"1";43;6;0.0;3;0;0;125154.57;1
583;"1";"1";38;10;0.0;2;0;1;113597.64;0
705;"1";"1";24;7;100169.51;1;1;0;121408.55;0
637;"1";"0";33;2;145731.83;1;0;1;109219.43;0
697;"0";"0";56;5;110802.03;1;1;1;50230.31;1
555;"2";"1";46;4;120392.99;1;1;0;177719.88;1
594;"2";"1";26;6;135067.52;2;0;0;131211.86;0
632;"0";"0";31;3;136556.44;1;1;0;82152.83;1
551;"1";"1";38;10;0.0;2;1;1;216.27;0
687;"1";"1";35;3;99587.43;1;1;1;1713.1;1
672;"1";"1";53;7;0.0;1;1;1;136910.18;0
521;"0";"1";34;7;70731.07;1;1;1;20243.97;1
686;"2";"0";35;2;109342.82;2;0;1;86043.27;0
639;"0";"0";28;8;0.0;2;1;0;126561.07;0
850;"1";"0";66;4;0.0;2;0;1;64350.8;0
465;"1";"0";25;2;78247.31;2;1;1;10472.31;0
817;"1";"1";55;10;117561.49;1;1;0;95941.55;1
578;"1";"0";23;10;88980.32;1;1;1;125222.36;0
611;"0";"0";34;4;0.0;2;1;0;170950.58;0
616;"2";"1";41;1;103560.57;1;1;0;236.45;1
517;"1";"0";37;5;113308.84;1;0;1;31517.16;0
637;"0";"1";40;6;0.0;2;1;1;181610.6;0
806;"1";"1";32;3;63763.49;1;1;0;156593.09;0
633;"1";"1";29;7;169988.35;1;1;0;4272.0;0
624;"2";"1";35;0;180303.24;2;1;0;163587.9;0
691;"1";"0";52;3;0.0;1;1;0;175843.68;1
819;"2";"1";49;1;120656.86;4;0;0;166164.3;1
568;"2";"1";31;1;61592.14;2;1;1;61796.64;0
806;"1";"0";48;4;164701.68;1;1;1;21439.49;0
726;"0";"1";26;1;80780.16;1;1;1;19225.85;0
552;"1";"0";36;8;0.0;2;0;0;132547.02;0
755;"2";"1";30;6;154221.37;2;0;1;62688.55;0
634;"1";"0";26;8;0.0;1;1;0;21760.96;0
756;"1";"1";26;5;101641.14;2;0;1;154460.68;0
776;"1";"0";37;2;0.0;1;0;1;8065.0;0
649;"1";"1";45;5;92786.66;1;1;0;173365.9;1
595;"2";"0";32;8;131081.66;2;1;1;69428.79;0
646;"1";"0";30;5;98014.74;1;1;1;12757.14;0
592;"0";"0";38;8;0.0;2;1;0;180426.2;0
574;"1";"0";26;8;97460.1;1;1;1;43093.67;0
850;"1";"0";36;1;104077.19;2;0;1;68594.0;0
850;"0";"1";29;1;0.0;2;1;1;197996.65;0
475;"1";"1";46;10;0.0;2;0;0;122953.0;1
642;"1";"1";39;4;0.0;1;1;1;76821.24;0
710;"0";"1";51;4;93656.95;1;0;1;141400.51;1
596;"0";"0";30;6;121345.88;4;1;0;41921.75;1
609;"1";"1";39;8;141675.23;1;0;1;175664.25;0
797;"0";"1";31;8;0.0;2;1;0;117916.63;0
504;"2";"1";43;7;102365.49;1;1;0;194690.77;1
735;"0";"0";50;9;0.0;1;0;0;166677.35;1
680;"0";"1";30;3;0.0;1;1;0;160131.58;0
449;"1";"0";52;6;0.0;2;0;1;123622.0;0
685;"2";"0";57;7;101868.51;1;0;1;113483.96;0
569;"0";"0";38;8;0.0;2;0;0;79618.79;0
631;"1";"0";35;9;112392.45;2;1;0;24472.23;0
595;"2";"1";25;7;106570.34;2;0;1;177025.79;0
461;"1";"1";28;8;0.0;1;1;1;103349.74;0
630;"1";"0";50;1;81947.76;1;0;1;63606.22;1
661;"1";"1";31;7;144162.3;2;1;1;14490.79;0
796;"2";"0";39;5;86350.87;2;0;0;105080.53;0
710;"1";"0";47;5;158623.14;1;0;0;83499.89;1
741;"1";"0";32;8;0.0;2;1;0;143598.7;0
606;"2";"0";48;4;132403.56;1;0;0;36091.91;1
747;"1";"0";27;10;0.0;2;0;0;13007.89;0
549;"2";"1";43;3;134985.66;1;1;0;6101.41;0
576;"1";"0";36;6;0.0;2;1;1;48314.0;0
528;"1";"0";37;6;103772.45;1;1;0;197111.99;0
535;"1";"0";33;2;133040.32;1;1;1;110299.78;0
575;"0";"1";37;0;0.0;2;0;0;30114.32;0
656;"1";"0";39;10;0.0;2;1;1;98894.64;0
440;"1";"0";42;2;0.0;2;1;0;49826.68;0
539;"0";"0";38;8;71460.67;2;1;1;10074.05;0
850;"0";"0";39;6;133214.13;1;0;1;20769.88;0
646;"1";"1";37;7;96558.66;1;0;0;163427.18;0
744;"1";"0";54;6;93806.31;2;0;1;140068.77;0
710;"0";"1";36;8;0.0;2;0;0;83206.19;0
544;"1";"1";64;3;124043.8;1;1;1;111402.97;1
723;"2";"0";52;5;131694.97;1;0;1;92873.5;1
507;"0";"1";29;6;0.0;2;0;1;94780.9;0
787;"1";"1";35;1;106266.8;1;1;1;16607.15;0
598;"0";"0";41;8;0.0;2;1;1;161954.43;0
796;"1";"0";51;6;0.0;2;0;1;194733.28;0
569;"0";"1";41;4;139840.36;1;1;1;163524.7;0
711;"1";"0";34;8;0.0;2;0;0;48260.19;0
661;"2";"0";35;8;124098.54;1;1;0;86678.48;0
415;"1";"0";32;5;145807.59;1;1;1;3064.65;0
578;"0";"0";23;8;0.0;2;1;0;112124.98;0
611;"1";"1";26;2;107508.93;2;1;1;120801.65;0
600;"1";"1";28;6;0.0;2;0;1;52193.23;0
661;"2";"1";32;1;145980.23;1;0;1;56636.28;0
850;"1";"1";37;3;212778.2;1;0;1;69372.88;0
573;"2";"1";47;4;152522.47;1;0;1;164038.07;1
764;"0";"1";33;9;168964.77;1;0;1;118982.51;0
838;"1";"1";34;8;0.0;2;1;0;27472.07;0
821;"1";"1";28;8;0.0;1;1;1;36754.13;0
607;"0";"1";36;4;98266.3;1;1;1;46416.36;0
558;"1";"0";38;8;113000.92;1;1;1;152872.39;0
530;"2";"0";23;1;137060.88;2;1;1;165227.23;0
654;"2";"0";37;5;112146.12;1;1;0;75927.35;0
530;"1";"1";33;4;129307.32;1;1;1;172930.28;0
656;"0";"0";69;6;163975.09;1;1;1;36108.5;0
520;"0";"0";43;7;0.0;2;1;1;36202.74;0
602;"2";"1";42;6;158414.85;1;1;1;131886.46;0
701;"2";"1";48;1;92072.68;1;1;1;133992.36;0
653;"0";"1";30;2;88243.29;2;1;1;96658.26;0
668;"0";"0";25;8;0.0;2;1;1;135112.09;0
652;"1";"0";48;4;59486.31;1;1;0;163944.18;1
639;"0";"1";54;2;0.0;2;1;1;53843.71;0
730;"0";"1";52;7;0.0;2;0;1;122398.84;0
780;"1";"0";34;1;0.0;1;1;1;64804.04;0
592;"1";"1";38;8;119278.01;2;0;1;19370.73;0
628;"1";"0";34;4;158741.43;2;1;1;126192.54;0
658;"1";"1";40;7;140596.95;1;0;1;135459.02;1
850;"0";"1";29;10;0.0;2;1;1;94815.04;0
515;"2";"0";37;2;90432.92;1;1;1;188366.04;1
571;"1";"1";35;1;104783.81;2;0;1;178512.52;0
760;"2";"0";42;0;77992.97;2;1;1;97906.38;0
720;"2";"1";43;10;110822.9;1;0;0;72861.94;0
632;"2";"0";42;4;119624.6;2;1;1;195978.86;0
694;"2";"0";31;6;109052.59;2;1;1;19448.93;1
559;"0";"1";40;5;139129.44;1;0;1;32635.54;0
773;"2";"1";42;8;152324.66;2;1;0;171733.22;0
581;"1";"0";38;1;0.0;2;1;0;46176.22;0
524;"2";"1";37;9;127480.58;2;1;0;179634.69;0
713;"1";"0";53;6;115029.4;1;0;0;191521.32;1
676;"1";"0";40;8;114005.78;1;1;1;67998.45;0
651;"2";"1";42;1;116646.76;1;1;0;44731.8;1
717;"0";"1";49;1;110864.38;2;1;1;124532.9;1
594;"1";"0";23;5;156267.59;1;1;0;160968.44;0
716;"1";"1";44;3;109528.28;1;1;0;27341.63;1
668;"1";"1";35;6;102482.76;1;1;1;53994.64;0
678;"2";"0";23;10;115563.71;1;1;1;91633.53;0
545;"1";"0";23;2;0.0;2;1;0;189613.12;0
613;"1";"1";40;9;95624.36;2;1;1;60706.33;0
687;"0";"1";21;8;0.0;2;1;1;154767.34;0
715;"1";"0";28;7;160376.61;1;0;0;196853.11;0
618;"2";"0";41;8;37702.79;1;1;1;195775.48;0
721;"1";"1";35;6;118273.83;1;0;1;3086.89;0
445;"2";"1";34;7;131082.17;2;1;1;70618.0;0
690;"1";"0";38;1;94456.0;2;0;1;55034.02;0
709;"1";"1";43;8;0.0;2;0;0;168035.62;1
671;"0";"1";42;3;0.0;2;1;1;128449.33;0
538;"1";"0";33;6;93791.38;1;1;1;199249.29;0
735;"1";"1";33;4;0.0;2;1;0;149474.69;0
592;"1";"1";37;7;0.0;2;1;1;126726.33;0
747;"1";"0";61;7;155973.13;1;0;1;147554.26;0
675;"2";"0";36;7;89409.95;1;1;1;149399.7;0
632;"0";"1";39;5;97854.37;2;1;0;93536.38;0
621;"1";"0";39;6;0.0;2;1;1;58883.91;0
521;"0";"0";29;3;60280.62;1;1;0;154271.41;0
591;"0";"0";36;7;135216.8;1;1;1;122022.89;0
706;"2";"1";28;6;124923.35;2;1;1;50299.14;0
677;"1";"0";38;4;0.0;2;1;0;187800.63;0
769;"2";"0";27;7;188614.07;1;1;0;171344.09;0
771;"1";"0";32;5;62321.62;1;1;1;40920.59;0
601;"2";"1";48;8;120782.7;1;1;0;63940.68;1
670;"1";"1";42;1;115961.58;2;0;1;29483.87;0
517;"1";"0";28;2;115062.61;1;1;0;179056.23;0
834;"1";"1";49;8;160602.25;2;1;0;129273.94;0
571;"1";"1";42;4;108825.34;3;1;0;55558.51;1
576;"2";"1";36;8;166287.85;1;1;1;23305.85;0
718;"1";"1";31;1;152663.77;1;0;1;17128.64;0
636;"2";"1";31;9;80844.69;2;1;1;74641.9;0
566;"2";"1";40;2;97001.36;2;1;0;154486.01;0
711;"1";"0";64;4;0.0;2;1;1;3185.67;0
574;"1";"1";39;2;122524.61;2;1;0;88463.63;0
619;"1";"1";35;8;132292.63;1;1;0;65682.93;0
588;"1";"1";24;0;0.0;2;1;1;140586.08;0
760;"2";"1";49;9;91502.99;1;1;0;117232.9;1
665;"1";"0";52;3;0.0;1;1;0;116137.01;1
739;"2";"0";29;3;59385.98;2;1;1;105533.96;0
641;"1";"0";77;9;0.0;3;1;1;81514.06;0
685;"2";"1";21;6;97956.5;1;1;1;164966.27;0
594;"1";"1";49;4;0.0;2;1;1;23631.55;0
557;"0";"1";40;4;0.0;2;0;1;105433.53;0
697;"1";"0";27;8;141223.68;2;1;0;90591.15;0
656;"1";"0";18;10;151762.74;1;0;1;127014.32;0
712;"2";"0";43;1;141749.74;2;0;1;90905.26;0
689;"0";"0";38;5;75075.14;1;1;1;8651.92;1
697;"1";"1";25;4;165686.11;2;1;0;15467.98;0
589;"1";"0";38;2;0.0;1;1;0;79915.28;0
525;"0";"1";25;10;0.0;2;1;0;69361.95;0
680;"1";"0";44;3;0.0;2;1;0;86935.08;0
617;"1";"1";28;0;0.0;2;1;1;7597.83;1
680;"1";"0";32;5;92961.61;1;1;0;116957.6;0
662;"0";"1";30;9;0.0;2;0;1;157884.83;0
736;"2";"0";46;5;130812.91;1;1;1;77981.54;1
657;"2";"0";57;8;107174.58;1;1;1;126369.55;1
350;"0";"0";54;1;152677.48;1;1;1;191973.49;1
617;"1";"0";30;3;132005.77;1;1;0;142940.39;0
562;"1";"0";35;7;0.0;1;0;0;48869.67;0
705;"0";"1";23;5;0.0;2;1;1;73131.73;0
516;"1";"1";33;7;127305.5;1;1;1;120037.36;0
573;"1";"1";37;6;0.0;2;1;0;193995.37;0
538;"0";"1";31;0;0.0;2;0;0;179453.66;0
699;"1";"0";39;9;0.0;1;1;0;80963.92;0
504;"2";"0";32;8;170291.22;2;0;1;15658.99;0
583;"0";"0";47;5;102562.23;1;1;0;92708.1;0
712;"0";"0";53;2;111061.01;2;0;0;26542.17;0
626;"0";"0";62;3;0.0;1;1;1;65010.74;0
631;"1";"1";34;4;124379.14;1;1;0;106892.91;0
663;"1";"1";37;7;0.0;1;1;1;185210.63;0
506;"2";"1";41;3;57745.76;1;1;0;4035.46;0
570;"2";"1";50;5;129293.74;1;1;0;177805.44;1
703;"1";"1";45;7;0.0;2;1;1;68831.72;0
698;"2";"1";40;8;150777.1;1;1;0;114732.62;0
731;"0";"0";41;4;0.0;2;1;0;22299.27;0
625;"1";"0";34;6;0.0;2;0;0;197283.2;0
634;"0";"0";31;9;108632.48;1;1;1;179485.96;1
616;"1";"0";59;5;153861.1;1;1;1;17699.48;0
500;"1";"0";56;1;100374.58;1;1;0;118490.8;1
446;"1";"0";32;8;0.0;2;0;0;133292.94;0
669;"1";"1";47;9;61196.54;1;1;0;58170.24;0
581;"2";"0";31;6;116891.72;1;1;0;107137.3;0
704;"2";"1";54;6;133656.91;3;1;0;145071.33;1
748;"1";"0";44;2;92911.52;1;0;1;85495.24;0
680;"0";"1";31;9;119825.75;2;1;1;101139.3;0
655;"1";"1";37;7;111852.84;2;1;0;10511.13;0
690;"2";"0";32;0;106683.52;2;1;1;137916.49;0
695;"2";"0";40;7;139022.24;1;0;1;193383.13;0
700;"2";"1";40;4;148571.07;1;1;0;189826.96;1
773;"1";"0";52;4;0.0;1;0;1;144113.42;0
749;"1";"0";42;1;129776.72;2;0;1;143538.51;0
611;"1";"1";46;5;0.0;1;1;0;77677.14;1
606;"0";"1";46;8;0.0;2;1;1;183717.94;0
554;"1";"0";24;10;0.0;1;0;0;92180.62;0
567;"1";"1";37;7;0.0;2;1;1;28690.9;0
559;"0";"0";24;3;114739.92;1;1;0;85891.02;1
594;"2";"0";41;2;122545.65;2;1;1;42050.24;0
513;"1";"1";37;6;0.0;2;1;0;110142.34;0
652;"2";"1";26;1;131908.35;1;1;1;179269.79;0
680;"2";"1";42;7;105722.69;1;1;1;90558.24;1
784;"0";"0";33;10;0.0;2;1;0;162022.47;0
812;"0";"1";44;8;0.0;3;1;0;66926.83;1
784;"0";"1";40;8;0.0;2;1;0;108891.3;0
570;"1";"1";18;4;82767.42;1;1;0;71811.9;0
712;"1";"1";42;1;87842.98;1;0;0;92223.59;0
705;"0";"0";39;6;133261.13;1;1;1;78065.9;0
681;"0";"1";32;3;0.0;2;1;1;59679.9;0
620;"1";"0";41;0;97925.11;1;1;0;85000.32;0
711;"1";"0";52;5;0.0;1;1;1;159808.95;0
613;"1";"1";24;7;140453.91;1;1;0;129001.3;0
613;"2";"1";20;0;117356.19;1;0;0;113557.7;1
682;"0";"0";36;5;0.0;2;1;1;147758.51;0
850;"0";"0";37;4;137204.77;1;1;1;28865.59;0
601;"1";"1";41;1;0.0;2;0;1;160607.06;0
595;"0";"0";35;8;0.0;1;1;0;100015.79;1
675;"0";"0";36;3;54098.18;2;0;1;54478.52;0
591;"0";"0";31;8;0.0;1;1;1;141677.33;0
602;"1";"0";23;7;113758.48;2;0;0;84077.6;0
554;"0";"1";34;8;0.0;1;0;1;106981.03;0
541;"1";"0";37;9;118636.92;1;1;1;73551.44;0
506;"1";"0";34;7;0.0;2;0;0;115842.1;0
814;"2";"0";44;8;95488.82;2;0;0;107013.59;0
683;"1";"0";30;8;110829.52;2;0;0;24938.84;0
485;"2";"0";51;7;144244.59;2;1;0;51113.14;0
696;"2";"1";31;8;122021.92;2;1;0;33828.64;0
608;"1";"1";30;8;0.0;2;1;0;128875.86;0
792;"1";"0";50;9;0.0;4;1;1;194700.81;1
686;"0";"0";22;5;0.0;2;1;0;158974.45;0
790;"2";"0";42;1;85839.62;1;1;0;198182.73;0
654;"1";"1";29;4;96974.97;1;0;1;141404.07;0
452;"1";"0";35;4;148172.44;1;1;1;4175.68;0
719;"0";"0";38;0;0.0;1;1;0;126876.47;0
707;"1";"1";40;5;0.0;2;1;0;41052.82;0
699;"1";"1";49;2;0.0;1;0;0;105760.01;0
850;"0";"0";30;2;0.0;2;0;1;27937.12;0
828;"0";"0";28;8;134766.85;1;1;0;79355.87;0
850;"2";"0";30;5;123210.56;2;1;1;102180.27;0
712;"0";"0";47;1;139887.01;1;1;1;95719.73;0
634;"1";"0";44;9;149961.11;1;1;0;57121.51;0
730;"2";"0";45;6;152880.97;1;0;0;162478.11;0
685;"2";"0";43;9;108589.47;2;0;1;194808.51;0
809;"0";"0";33;9;0.0;1;1;1;124045.65;0
707;"0";"1";35;3;56674.48;1;1;0;17987.4;1
648;"0";"0";32;8;0.0;1;1;0;133653.38;0
760;"0";"1";57;1;0.0;2;1;1;25101.17;0
805;"2";"1";33;3;105663.56;2;0;1;33330.89;0
585;"1";"1";39;7;0.0;2;1;0;2401.26;0
595;"0";"1";30;5;100683.54;1;1;1;178361.04;0
630;"1";"0";42;6;0.0;2;1;0;162697.93;0
627;"2";"0";29;5;139541.58;2;1;0;80607.33;0
631;"2";"1";37;2;121801.72;2;0;1;23146.62;0
776;"2";"0";38;5;112281.7;1;0;1;89893.6;0
676;"0";"1";36;4;0.0;2;1;1;3173.31;0
758;"0";"1";40;5;93499.82;2;0;0;123218.81;0
637;"1";"0";33;0;132255.99;2;0;1;74588.41;0
850;"1";"0";20;7;0.0;2;1;0;31288.77;0
601;"0";"1";44;4;0.0;2;1;0;58561.31;0
735;"1";"0";49;5;121973.28;1;1;0;148804.36;0
614;"2";"0";32;7;99462.8;2;1;1;51117.06;0
672;"2";"1";21;3;165878.76;2;1;1;164537.17;0
642;"1";"0";30;8;117494.27;1;0;0;61977.82;0
633;"2";"1";29;0;138577.34;1;1;0;193362.99;0
769;"0";"0";39;9;0.0;1;1;1;47722.79;0
796;"0";"0";41;8;107525.07;1;1;0;18510.41;0
715;"1";"0";23;7;139224.92;2;1;0;65057.71;0
695;"1";"1";42;7;121453.63;1;0;0;46374.64;0
747;"1";"1";25;4;0.0;2;0;1;42039.67;0
584;"2";"1";54;1;77354.37;1;0;0;138192.98;1
476;"1";"0";40;6;0.0;1;1;1;22735.45;0
850;"1";"1";39;7;79259.99;1;0;1;186910.74;0
529;"1";"0";30;2;116295.29;1;1;0;75285.47;0
584;"0";"1";59;1;0.0;1;0;1;130260.11;1
586;"2";"0";34;9;74309.81;1;1;0;15034.93;0
674;"2";"0";34;2;152797.9;1;1;0;175709.4;1
552;"1";"0";42;9;133701.07;2;1;0;101069.71;1
601;"2";"1";33;7;114430.18;2;1;1;153012.13;0
541;"1";"0";29;7;127504.57;1;0;0;86173.92;0
744;"2";"1";41;2;84113.41;1;1;0;197548.63;0
595;"0";"1";23;10;101126.66;2;0;0;37042.8;0
724;"2";"0";33;5;103564.83;2;1;0;121085.72;0
533;"0";"1";52;7;0.0;1;0;1;194113.99;1
618;"1";"0";37;2;168178.21;2;0;1;101273.23;0
523;"2";"1";39;1;143903.11;1;1;1;118711.75;1
642;"2";"1";30;5;129753.69;1;1;0;582.53;0
584;"1";"0";35;9;0.0;2;1;0;192381.21;0
521;"1";"0";38;5;110641.18;1;0;1;136507.69;1
662;"1";"1";36;4;166909.2;2;1;0;138871.12;1
758;"1";"1";34;1;154139.45;1;1;1;60728.89;0
717;"1";"0";38;7;97459.06;1;0;0;189175.71;0
611;"1";"0";40;1;0.0;2;1;1;102547.56;0
766;"2";"0";43;6;112088.04;2;1;1;36706.56;0
636;"1";"1";34;3;0.0;2;1;1;44756.25;0
814;"1";"1";48;7;0.0;2;1;1;132870.15;0
760;"0";"0";28;1;141038.57;2;0;0;16287.38;0
607;"2";"0";39;2;84468.67;2;1;1;121945.42;0
725;"0";"1";36;4;118520.26;1;0;0;131173.9;1
600;"1";"0";37;1;142663.46;1;0;1;88669.89;0
656;"2";"0";27;4;118627.16;2;1;1;160835.3;0
640;"0";"0";34;1;137523.02;1;0;0;24761.36;0
439;"1";"0";28;7;110976.23;2;1;0;138526.96;0
549;"1";"1";38;8;107283.4;1;0;0;157442.75;0
622;"1";"0";38;5;0.0;2;0;0;105295.77;0
715;"1";"0";34;4;124314.45;1;0;0;97782.92;0
657;"1";"1";41;5;95858.37;1;1;1;68255.88;0
703;"1";"0";36;2;0.0;2;1;0;108790.95;0
802;"1";"0";33;8;0.0;2;1;0;143706.18;0
793;"0";"1";36;0;0.0;1;0;0;148993.47;0
554;"1";"1";35;6;117707.18;2;0;0;95277.15;1
533;"0";"0";38;1;135289.33;2;0;1;152956.33;0
658;"1";"0";36;8;174060.46;1;1;1;94925.62;0
713;"2";"0";40;3;114446.84;2;1;1;87308.18;0
711;"0";"0";37;2;0.0;2;1;0;83978.86;1
669;"1";"0";25;1;157848.53;1;0;0;37543.93;1
439;"1";"1";43;8;0.0;1;0;1;104889.3;0
763;"0";"1";37;6;0.0;2;1;1;149705.25;0
697;"2";"1";74;3;108071.36;2;1;1;16445.79;0
702;"0";"1";35;8;14262.8;2;1;0;54689.16;0
686;"0";"0";41;7;102749.72;1;0;1;194913.86;0
629;"0";"0";36;1;161757.87;2;1;1;146371.72;0
823;"1";"0";38;1;0.0;2;1;0;156603.7;0
683;"2";"1";35;5;95698.79;1;0;1;182566.76;0
555;"1";"0";37;9;124969.13;1;1;0;60194.05;0
647;"2";"0";44;4;93960.35;1;1;0;36579.53;1
714;"1";"1";51;4;88308.87;3;0;0;5862.53;1
850;"0";"1";39;10;0.0;2;1;1;143030.09;0
713;"1";"1";59;3;0.0;2;1;1;62700.08;0
452;"1";"0";30;7;112935.87;1;1;1;99017.34;0
683;"0";"1";24;8;98567.1;1;1;0;187987.01;0
577;"1";"1";26;1;180530.51;1;0;0;123454.62;0
552;"1";"0";33;5;140931.57;1;0;1;10921.5;0
769;"2";"1";31;7;148913.72;2;1;0;53817.23;0
691;"1";"0";38;7;0.0;2;0;0;81617.4;0
818;"1";"1";49;2;0.0;1;0;1;192298.84;1
739;"1";"0";41;5;0.0;2;0;0;143882.25;0
639;"1";"1";50;6;115335.32;2;1;1;53130.41;0
651;"1";"1";65;0;0.0;2;1;1;190454.04;0
779;"1";"1";26;0;0.0;2;0;1;111906.0;0
850;"2";"1";33;7;134678.13;1;1;0;113177.95;0
829;"1";"0";38;9;0.0;2;1;0;30529.88;0
579;"2";"0";31;2;90547.48;2;1;1;18800.13;0
510;"1";"0";32;9;103324.78;1;1;1;46127.7;0
531;"1";"0";29;3;114590.58;1;0;0;75585.48;0
628;"2";"1";36;3;91286.51;1;1;0;63085.94;0
633;"0";"0";32;5;163340.12;2;1;1;74415.2;0
714;"0";"0";45;8;150900.29;2;0;1;139889.15;0
604;"0";"0";23;9;124577.33;1;1;1;7267.25;0
630;"0";"0";35;1;0.0;2;0;0;186826.22;0
850;"0";"1";31;4;91292.7;1;1;1;162149.07;0
788;"2";"1";57;8;93716.72;1;1;1;180150.49;1
798;"1";"1";37;4;111723.08;1;1;1;83478.12;0
770;"2";"0";45;4;110765.68;1;1;0;26163.74;1
569;"2";"0";25;9;173459.45;2;1;1;44381.06;0
425;"0";"1";22;7;169649.73;2;0;1;136365.0;1
547;"0";"1";31;9;0.0;2;0;0;99294.22;0
725;"2";"0";45;8;116917.07;1;0;0;173464.43;1
506;"1";"0";37;5;0.0;2;1;1;127543.81;0
632;"1";"1";36;7;0.0;2;1;1;52526.65;0
620;"1";"0";22;0;0.0;1;1;0;32589.45;0
663;"2";"0";32;8;130627.66;1;1;0;47161.25;1
700;"0";"1";46;5;56580.95;2;0;1;45424.13;0
696;"2";"0";38;6;142316.14;1;1;1;8018.49;0
767;"0";"0";31;6;0.0;2;1;1;195668.0;0
561;"1";"0";56;7;152759.0;2;1;0;133167.11;1
350;"2";"0";39;0;109733.2;2;0;0;123602.11;1
706;"1";"0";54;9;117444.51;1;1;1;186238.85;0
464;"0";"1";34;5;76001.57;1;1;1;158668.87;0
501;"1";"1";34;3;107747.57;1;1;0;9249.36;0
745;"0";"1";35;8;0.0;2;1;1;116581.1;0
587;"1";"1";36;1;134997.49;2;1;0;44688.08;0
667;"1";"1";48;2;0.0;2;1;1;148608.39;0
737;"1";"0";36;9;0.0;1;0;1;188670.9;1
485;"0";"1";30;7;0.0;1;1;0;107067.37;0
590;"0";"1";37;0;64345.21;1;0;1;61759.33;1
518;"2";"1";35;8;141665.63;1;0;1;192776.64;0
581;"0";"1";29;8;0.0;2;1;0;46735.19;0
785;"2";"1";33;5;136624.6;2;1;1;169117.74;0
799;"1";"1";52;4;161209.66;1;1;1;89081.41;0
698;"0";"0";38;10;95010.92;1;1;1;105227.86;0
730;"1";"1";41;4;167545.32;1;1;0;128246.81;0
740;"2";"1";36;4;109044.6;1;0;0;94554.74;1
785;"1";"1";47;9;122031.55;1;1;1;33823.5;1
527;"0";"1";29;2;27755.97;1;1;0;97468.44;1
544;"1";"1";29;1;118560.55;1;1;1;164137.36;0
705;"1";"0";61;4;0.0;2;1;1;191313.7;0
684;"1";"0";34;9;0.0;2;1;1;65257.57;0
639;"0";"1";28;8;97840.72;1;1;1;178222.77;0
565;"2";"1";38;2;158651.29;2;1;1;179445.28;0
481;"1";"0";44;9;175303.06;1;1;0;65500.53;1
731;"0";"0";25;8;96950.21;1;1;0;97877.92;0
607;"1";"0";45;7;123859.6;1;0;1;113051.57;0
760;"1";"1";32;7;0.0;2;1;1;105969.05;0
559;"1";"1";70;9;0.0;1;1;1;122996.76;0
715;"1";"1";33;3;85227.84;1;1;1;68087.15;0
656;"1";"0";36;8;97786.08;2;0;1;21478.36;0
652;"2";"0";33;7;128135.99;1;1;0;158437.73;0
624;"0";"0";33;6;0.0;2;0;0;76551.7;0
634;"0";"0";36;2;85996.19;1;1;0;15887.68;0
850;"0";"1";50;10;0.0;2;1;1;33741.84;0
659;"2";"1";39;1;104502.11;1;1;0;20652.69;0
